Accident_ID,Date_Time,Location,Severity,Weather_Condition,Road_Condition,Vehicle_Type,Driver_Age,Casualties_Count,Cause_of_Accident
859,11/30/2023 4:30,Hyderabad,Moderate,Clear,Dry,Truck,36,5,Weather
860,10/5/2023 7:31,Mumbai,Minor,Snowy,Dry,Truck,31,1,Weather
861,8/2/2024 6:50,Mumbai,Severe,Foggy,Icy,Bicycle,60,2,Drunk Driving
862,10/15/2024 2:19,Kolkata,Moderate,Snowy,Icy,Bicycle,30,1,Weather
863,9/21/2024 14:26,Kolkata,Moderate,Snowy,Icy,Bicycle,25,3,Red Light Violation
864,6/23/2024 17:15,Hyderabad,Severe,Clear,Wet,Bus,52,1,Weather
865,1/29/2024 10:34,Chennai,Minor,Rainy,Under Construction,Truck,31,5,Speeding
866,4/5/2024 15:20,Pune,Moderate,Windy,Dry,Car,55,3,Drunk Driving
867,8/26/2024 11:53,Bangalore,Moderate,Clear,Under Construction,Bus,24,1,Overtaking
868,6/27/2024 0:56,Delhi,Moderate,Clear,Potholes,Bicycle,62,1,Speeding
869,12/15/2023 18:37,Delhi,Moderate,Rainy,Under Construction,Car,50,5,Speeding
870,10/20/2024 16:37,Delhi,Severe,Foggy,Icy,Truck,23,2,Speeding
871,7/6/2023 3:00,Mumbai,Moderate,Windy,Wet,Bicycle,32,1,Drunk Driving
872,5/25/2023 19:31,Ahmedabad,Minor,Rainy,Potholes,Car,53,5,Drunk Driving
873,7/24/2023 13:02,Mumbai,Moderate,Foggy,Potholes,Auto Rickshaw,38,5,Bad Road Condition
874,5/31/2023 13:38,Chennai,Moderate,Rainy,Wet,Truck,43,0,Speeding
875,6/8/2023 6:54,Chennai,Severe,Snowy,Icy,Bicycle,35,1,Red Light Violation
876,1/19/2023 4:14,Hyderabad,Moderate,Foggy,Potholes,Bicycle,29,1,Bad Road Condition
877,2/17/2024 15:19,Delhi,Moderate,Windy,Under Construction,Bus,55,2,Weather
878,2/8/2024 22:42,Kolkata,Moderate,Clear,Icy,Bike,21,5,Bad Road Condition
879,12/31/2023 12:41,Delhi,Minor,Foggy,Icy,Car,19,0,Weather
880,3/15/2024 17:32,Chennai,Severe,Snowy,Potholes,Truck,25,4,Overtaking
881,3/21/2024 7:09,Kolkata,Severe,Rainy,Potholes,Car,18,3,Speeding
882,5/8/2024 7:00,Ahmedabad,Moderate,Foggy,Under Construction,Bus,55,4,Brake Failure
883,12/9/2024 8:13,Pune,Severe,Foggy,Wet,Bike,36,1,Drunk Driving
884,10/19/2023 7:44,Chennai,Severe,Windy,Under Construction,Truck,59,0,Brake Failure
885,8/30/2023 14:28,Chennai,Severe,Foggy,Potholes,Bicycle,51,1,Bad Road Condition
886,7/4/2023 18:49,Chennai,Moderate,Windy,Dry,Bus,46,3,Overtaking
887,8/30/2023 7:51,Hyderabad,Minor,Rainy,Potholes,Bicycle,39,2,Drunk Driving
888,7/7/2023 14:04,Kolkata,Moderate,Windy,Dry,Bike,18,0,Overtaking
889,3/6/2023 2:17,Kolkata,Minor,Foggy,Wet,Car,65,1,Red Light Violation
890,10/8/2023 7:19,Chennai,Moderate,Snowy,Potholes,Bicycle,36,2,Weather
891,10/11/2024 12:29,Chennai,Minor,Clear,Wet,Bicycle,47,1,Speeding
892,5/30/2024 12:00,Ahmedabad,Moderate,Foggy,Potholes,Car,51,3,Brake Failure
893,9/6/2023 4:20,Bangalore,Moderate,Clear,Icy,Truck,21,0,Bad Road Condition
894,3/18/2023 12:49,Bangalore,Severe,Snowy,Dry,Auto Rickshaw,58,5,Bad Road Condition
895,12/17/2023 21:15,Ahmedabad,Moderate,Foggy,Dry,Bus,21,4,Weather
896,2/8/2023 8:10,Kolkata,Severe,Windy,Dry,Car,37,2,Weather
897,6/18/2024 18:49,Mumbai,Moderate,Clear,Under Construction,Bus,31,4,Speeding
898,1/21/2023 11:51,Pune,Severe,Clear,Dry,Car,27,3,Drunk Driving
899,5/5/2024 14:29,Hyderabad,Severe,Snowy,Dry,Bike,20,0,Bad Road Condition
900,3/5/2024 2:07,Ahmedabad,Moderate,Windy,Under Construction,Bus,34,5,Drunk Driving
901,10/7/2024 14:29,Bangalore,Minor,Windy,Wet,Auto Rickshaw,49,1,Overtaking
902,5/24/2024 14:11,Kolkata,Minor,Snowy,Dry,Bus,59,3,Bad Road Condition
903,9/14/2023 0:07,Chennai,Severe,Foggy,Dry,Truck,45,3,Weather
904,9/17/2023 10:32,Ahmedabad,Severe,Windy,Dry,Auto Rickshaw,64,0,Weather
905,11/19/2023 6:40,Pune,Severe,Snowy,Icy,Car,64,5,Red Light Violation
906,8/11/2023 17:01,Pune,Minor,Clear,Wet,Truck,42,5,Drunk Driving
907,4/5/2023 5:09,Delhi,Severe,Snowy,Icy,Bike,56,3,Speeding
908,4/24/2024 16:58,Chennai,Moderate,Snowy,Potholes,Car,29,2,Drunk Driving
909,7/17/2023 1:32,Mumbai,Minor,Rainy,Icy,Truck,18,3,Brake Failure
910,5/25/2024 3:13,Delhi,Severe,Windy,Icy,Bicycle,55,4,Drunk Driving
911,9/11/2023 6:30,Mumbai,Minor,Rainy,Icy,Bike,49,4,Weather
912,8/18/2024 21:15,Bangalore,Minor,Rainy,Dry,Bike,25,5,Speeding
913,1/7/2024 1:07,Mumbai,Severe,Snowy,Dry,Bicycle,32,5,Overtaking
914,2/22/2024 20:46,Bangalore,Severe,Rainy,Wet,Bicycle,24,0,Weather
915,6/7/2024 12:23,Bangalore,Severe,Windy,Dry,Car,33,5,Overtaking
916,11/1/2023 4:02,Hyderabad,Minor,Rainy,Dry,Bicycle,26,3,Weather
917,2/14/2024 15:21,Ahmedabad,Minor,Foggy,Potholes,Truck,43,5,Drunk Driving
918,9/20/2024 13:59,Delhi,Minor,Windy,Wet,Bicycle,32,0,Weather
919,11/8/2023 1:21,Kolkata,Moderate,Snowy,Icy,Truck,47,0,Red Light Violation
920,2/8/2023 22:46,Hyderabad,Severe,Rainy,Wet,Car,60,3,Bad Road Condition
921,2/19/2023 6:23,Kolkata,Minor,Snowy,Icy,Bicycle,28,1,Red Light Violation
922,2/22/2024 20:58,Bangalore,Severe,Windy,Under Construction,Bicycle,40,2,Bad Road Condition
923,10/15/2024 8:32,Ahmedabad,Minor,Rainy,Dry,Bike,61,4,Speeding
924,8/28/2023 1:52,Chennai,Severe,Rainy,Wet,Bike,39,3,Red Light Violation
925,5/13/2024 2:52,Kolkata,Moderate,Foggy,Icy,Car,29,2,Brake Failure
926,7/25/2024 13:24,Chennai,Severe,Clear,Icy,Truck,44,1,Weather
927,10/5/2023 14:16,Kolkata,Moderate,Rainy,Icy,Bike,24,2,Speeding
928,4/19/2023 13:55,Mumbai,Severe,Foggy,Wet,Bus,24,2,Overtaking
929,8/31/2024 15:39,Chennai,Severe,Windy,Wet,Bike,38,2,Speeding
930,3/22/2023 2:39,Bangalore,Severe,Windy,Potholes,Truck,58,5,Speeding
931,12/19/2024 11:14,Ahmedabad,Moderate,Windy,Potholes,Car,58,5,Red Light Violation
932,5/14/2023 3:32,Pune,Moderate,Snowy,Dry,Car,18,1,Overtaking
933,12/30/2024 20:07,Pune,Severe,Clear,Potholes,Auto Rickshaw,57,1,Speeding
934,8/10/2023 7:59,Ahmedabad,Minor,Windy,Dry,Bus,24,4,Drunk Driving
935,2/8/2023 13:33,Chennai,Severe,Windy,Potholes,Bicycle,26,2,Red Light Violation
936,6/8/2023 22:03,Delhi,Moderate,Rainy,Under Construction,Bicycle,62,5,Brake Failure
937,8/20/2023 4:14,Kolkata,Moderate,Clear,Potholes,Bike,23,4,Drunk Driving
938,2/7/2024 22:51,Bangalore,Moderate,Rainy,Potholes,Bike,27,3,Weather
939,4/24/2024 7:10,Mumbai,Minor,Clear,Wet,Bicycle,47,0,Red Light Violation
940,3/20/2023 3:12,Mumbai,Severe,Snowy,Under Construction,Bus,51,3,Drunk Driving
941,9/19/2023 15:20,Mumbai,Minor,Windy,Dry,Bus,22,0,Weather
942,4/1/2023 5:12,Chennai,Moderate,Foggy,Dry,Car,51,1,Weather
943,11/5/2023 4:04,Delhi,Minor,Rainy,Icy,Bus,34,3,Red Light Violation
944,1/8/2023 13:27,Delhi,Moderate,Rainy,Icy,Car,64,2,Speeding
945,5/27/2023 5:26,Kolkata,Minor,Rainy,Dry,Bicycle,26,4,Brake Failure
946,2/25/2023 14:40,Bangalore,Moderate,Snowy,Under Construction,Bus,33,2,Red Light Violation
947,3/7/2024 16:11,Chennai,Moderate,Foggy,Icy,Bike,26,2,Red Light Violation
948,9/14/2023 6:03,Pune,Severe,Foggy,Icy,Bicycle,37,1,Speeding
949,3/26/2024 14:51,Chennai,Severe,Snowy,Icy,Car,55,5,Speeding
950,8/17/2024 10:22,Hyderabad,Minor,Snowy,Potholes,Car,44,3,Red Light Violation
951,11/9/2023 12:13,Kolkata,Moderate,Rainy,Dry,Bike,39,2,Bad Road Condition
952,8/25/2024 4:18,Ahmedabad,Minor,Rainy,Wet,Bus,41,2,Bad Road Condition
953,11/2/2023 12:28,Mumbai,Minor,Rainy,Dry,Truck,24,5,Speeding
954,1/24/2023 17:40,Ahmedabad,Minor,Clear,Wet,Bicycle,23,1,Red Light Violation
955,2/20/2024 6:21,Chennai,Moderate,Windy,Dry,Bicycle,30,0,Brake Failure
956,6/14/2024 16:53,Hyderabad,Minor,Snowy,Dry,Auto Rickshaw,55,4,Drunk Driving
957,3/7/2023 6:22,Kolkata,Minor,Rainy,Potholes,Bus,62,2,Bad Road Condition
958,1/11/2023 16:11,Ahmedabad,Moderate,Clear,Potholes,Auto Rickshaw,47,4,Speeding
959,2/12/2023 13:54,Pune,Severe,Windy,Dry,Bike,35,1,Red Light Violation
960,4/26/2024 10:18,Delhi,Minor,Rainy,Potholes,Car,63,2,Overtaking
961,10/26/2024 10:08,Hyderabad,Moderate,Rainy,Potholes,Bus,59,5,Weather
962,8/14/2023 1:32,Hyderabad,Moderate,Clear,Potholes,Auto Rickshaw,47,4,Bad Road Condition
963,3/9/2023 19:16,Chennai,Severe,Clear,Dry,Bike,43,1,Overtaking
964,8/24/2023 6:58,Delhi,Severe,Clear,Dry,Car,22,3,Drunk Driving
965,8/4/2024 3:18,Hyderabad,Severe,Foggy,Dry,Truck,25,4,Red Light Violation
966,7/24/2023 16:07,Bangalore,Moderate,Rainy,Under Construction,Bicycle,38,1,Weather
967,7/6/2024 18:15,Mumbai,Moderate,Clear,Under Construction,Bus,34,2,Overtaking
968,2/1/2024 1:04,Bangalore,Moderate,Windy,Wet,Auto Rickshaw,44,0,Weather
969,9/30/2023 20:58,Pune,Moderate,Clear,Icy,Bus,50,5,Drunk Driving
970,5/5/2024 21:12,Hyderabad,Minor,Windy,Dry,Auto Rickshaw,24,1,Bad Road Condition
971,8/23/2024 22:00,Hyderabad,Moderate,Snowy,Under Construction,Auto Rickshaw,42,4,Overtaking
972,6/5/2024 18:41,Mumbai,Moderate,Windy,Dry,Car,44,3,Drunk Driving
973,6/23/2023 14:38,Delhi,Moderate,Clear,Icy,Bike,19,5,Overtaking
974,12/28/2023 13:27,Ahmedabad,Moderate,Foggy,Potholes,Bus,53,3,Brake Failure
975,4/5/2024 13:39,Bangalore,Severe,Windy,Potholes,Car,49,0,Brake Failure
976,3/28/2024 4:10,Delhi,Moderate,Foggy,Wet,Auto Rickshaw,47,4,Speeding
977,4/9/2024 8:40,Delhi,Moderate,Clear,Dry,Truck,30,0,Brake Failure
978,6/18/2024 18:42,Delhi,Moderate,Rainy,Under Construction,Auto Rickshaw,57,5,Drunk Driving
979,11/23/2023 11:54,Pune,Severe,Clear,Potholes,Bike,40,2,Brake Failure
980,4/9/2023 19:08,Delhi,Moderate,Foggy,Potholes,Bicycle,36,2,Drunk Driving
981,11/29/2023 22:42,Delhi,Moderate,Rainy,Under Construction,Car,55,1,Bad Road Condition
982,11/26/2024 7:16,Pune,Minor,Foggy,Icy,Bicycle,42,3,Speeding
983,5/2/2024 3:05,Chennai,Severe,Clear,Under Construction,Auto Rickshaw,64,4,Drunk Driving
984,11/15/2024 18:17,Delhi,Minor,Foggy,Under Construction,Auto Rickshaw,37,5,Bad Road Condition
985,4/9/2024 22:04,Ahmedabad,Moderate,Rainy,Under Construction,Bicycle,24,1,Brake Failure
986,1/25/2024 13:34,Chennai,Minor,Clear,Dry,Auto Rickshaw,39,2,Weather
987,12/29/2024 18:44,Hyderabad,Moderate,Rainy,Dry,Auto Rickshaw,65,0,Weather
988,11/30/2023 11:24,Bangalore,Minor,Rainy,Potholes,Truck,48,0,Red Light Violation
989,3/20/2024 16:57,Ahmedabad,Moderate,Snowy,Icy,Auto Rickshaw,51,3,Overtaking
990,8/2/2024 11:15,Pune,Severe,Clear,Icy,Auto Rickshaw,55,5,Red Light Violation
991,8/3/2024 15:04,Ahmedabad,Minor,Clear,Icy,Bus,40,3,Drunk Driving
992,3/19/2023 10:49,Delhi,Minor,Clear,Wet,Bike,18,4,Weather
993,5/4/2023 0:02,Bangalore,Severe,Foggy,Icy,Auto Rickshaw,40,5,Drunk Driving
994,9/26/2023 2:01,Pune,Severe,Clear,Under Construction,Auto Rickshaw,48,1,Weather
995,12/7/2023 12:20,Delhi,Severe,Foggy,Under Construction,Bicycle,48,0,Bad Road Condition
996,8/2/2024 0:03,Pune,Minor,Clear,Dry,Bike,38,0,Speeding
997,7/28/2023 20:51,Mumbai,Moderate,Foggy,Under Construction,Bicycle,36,2,Red Light Violation
998,10/9/2024 14:40,Mumbai,Moderate,Clear,Potholes,Car,63,0,Speeding
999,7/26/2023 4:34,Mumbai,Severe,Rainy,Wet,Bus,60,1,Drunk Driving
1000,3/1/2024 12:25,Pune,Moderate,Snowy,Icy,Bicycle,65,3,Weather
1001,6/26/2024 9:06,Pune,Moderate,Clear,Dry,Bike,57,0,Weather
1002,10/24/2023 2:00,Chennai,Moderate,Windy,Icy,Auto Rickshaw,28,4,Red Light Violation
1003,6/6/2023 1:43,Mumbai,Moderate,Snowy,Wet,Bike,54,5,Red Light Violation
1004,1/10/2024 22:12,Pune,Severe,Clear,Wet,Truck,43,4,Brake Failure
1005,7/6/2023 15:58,Kolkata,Moderate,Windy,Dry,Car,46,1,Drunk Driving
1006,1/1/2023 22:48,Bangalore,Moderate,Clear,Potholes,Bus,63,5,Brake Failure
1007,5/6/2024 17:49,Mumbai,Severe,Clear,Under Construction,Bus,19,3,Brake Failure
1008,6/15/2023 13:40,Kolkata,Moderate,Foggy,Potholes,Bicycle,43,4,Brake Failure
1009,8/19/2024 22:45,Chennai,Severe,Snowy,Potholes,Bicycle,22,3,Bad Road Condition
1010,7/21/2024 21:05,Bangalore,Minor,Rainy,Potholes,Bicycle,23,0,Red Light Violation
1011,10/10/2023 0:50,Ahmedabad,Moderate,Windy,Under Construction,Auto Rickshaw,31,4,Bad Road Condition
1012,6/22/2024 15:44,Bangalore,Minor,Snowy,Potholes,Bike,28,0,Red Light Violation
1013,12/19/2024 12:20,Chennai,Severe,Snowy,Potholes,Auto Rickshaw,46,5,Overtaking
1014,10/11/2024 16:58,Delhi,Minor,Snowy,Wet,Car,62,1,Speeding
1015,8/24/2024 15:07,Pune,Severe,Windy,Under Construction,Bicycle,34,4,Overtaking
1016,1/18/2023 13:44,Kolkata,Severe,Clear,Potholes,Car,36,4,Brake Failure
1017,6/2/2023 9:34,Hyderabad,Moderate,Clear,Icy,Car,58,4,Red Light Violation
1018,2/28/2024 21:05,Mumbai,Moderate,Foggy,Dry,Bus,56,2,Brake Failure
1019,1/10/2023 13:11,Ahmedabad,Minor,Snowy,Wet,Car,49,0,Drunk Driving
1020,2/17/2024 17:27,Delhi,Moderate,Rainy,Potholes,Bus,32,0,Speeding
1021,11/15/2024 12:49,Hyderabad,Moderate,Windy,Dry,Bus,34,0,Weather
1022,5/13/2023 13:43,Pune,Minor,Windy,Dry,Bicycle,62,4,Brake Failure
1023,3/11/2024 1:12,Bangalore,Severe,Windy,Dry,Auto Rickshaw,18,0,Drunk Driving
1024,4/17/2023 23:15,Hyderabad,Severe,Windy,Under Construction,Car,45,5,Overtaking
1025,6/14/2023 16:33,Chennai,Severe,Rainy,Wet,Truck,32,1,Red Light Violation
1026,7/3/2024 2:47,Delhi,Moderate,Snowy,Under Construction,Auto Rickshaw,44,1,Brake Failure
1027,4/19/2023 11:33,Ahmedabad,Moderate,Rainy,Icy,Bike,26,5,Bad Road Condition
1028,8/29/2024 22:41,Delhi,Severe,Snowy,Potholes,Auto Rickshaw,36,3,Overtaking
1029,8/1/2024 4:16,Delhi,Minor,Foggy,Potholes,Bicycle,61,4,Bad Road Condition
1030,7/13/2024 0:51,Hyderabad,Minor,Clear,Icy,Bicycle,40,2,Drunk Driving
1031,7/8/2023 15:15,Kolkata,Minor,Rainy,Under Construction,Truck,37,0,Weather
1032,1/19/2023 6:27,Kolkata,Severe,Windy,Icy,Auto Rickshaw,38,2,Brake Failure
1033,12/3/2023 8:20,Chennai,Severe,Clear,Wet,Bus,24,0,Red Light Violation
1034,10/15/2023 13:01,Kolkata,Minor,Clear,Wet,Bike,18,1,Brake Failure
1035,12/28/2024 9:36,Mumbai,Moderate,Rainy,Dry,Auto Rickshaw,44,5,Drunk Driving
1036,6/13/2024 2:43,Kolkata,Moderate,Foggy,Wet,Bike,49,4,Bad Road Condition
1037,7/30/2023 14:51,Bangalore,Minor,Clear,Potholes,Auto Rickshaw,48,1,Speeding
1038,9/1/2024 11:08,Chennai,Severe,Clear,Wet,Bus,64,4,Drunk Driving
1039,9/11/2024 11:26,Bangalore,Minor,Rainy,Dry,Bus,26,2,Red Light Violation
1040,4/16/2024 0:04,Mumbai,Minor,Foggy,Dry,Bicycle,46,4,Brake Failure
1041,8/12/2024 15:41,Pune,Severe,Windy,Dry,Bicycle,34,2,Speeding
1042,4/24/2024 9:32,Hyderabad,Moderate,Rainy,Wet,Bike,23,1,Drunk Driving
1043,8/22/2024 23:12,Chennai,Moderate,Rainy,Icy,Auto Rickshaw,44,0,Bad Road Condition
1044,10/25/2024 19:09,Pune,Minor,Foggy,Wet,Car,35,0,Bad Road Condition
1045,4/2/2024 0:10,Mumbai,Severe,Windy,Potholes,Car,41,2,Speeding
1046,10/1/2023 21:46,Delhi,Minor,Clear,Potholes,Bicycle,38,4,Bad Road Condition
1047,10/24/2023 22:43,Delhi,Moderate,Clear,Wet,Bicycle,29,3,Speeding
1048,11/9/2024 19:37,Kolkata,Minor,Clear,Under Construction,Car,61,5,Bad Road Condition
1049,9/17/2023 23:18,Pune,Severe,Rainy,Wet,Auto Rickshaw,53,1,Bad Road Condition
1050,3/2/2023 16:42,Ahmedabad,Minor,Windy,Wet,Bus,27,1,Weather
1051,1/14/2024 15:19,Ahmedabad,Severe,Clear,Wet,Bike,38,0,Brake Failure
1052,12/14/2023 16:27,Mumbai,Moderate,Clear,Wet,Truck,60,5,Brake Failure
1053,11/17/2023 11:54,Mumbai,Moderate,Windy,Wet,Bicycle,18,4,Bad Road Condition
1054,4/6/2023 23:17,Hyderabad,Severe,Snowy,Icy,Auto Rickshaw,26,0,Red Light Violation
1055,7/8/2024 5:07,Delhi,Severe,Clear,Potholes,Bike,33,5,Bad Road Condition
1056,11/16/2024 9:14,Delhi,Moderate,Snowy,Icy,Bus,38,3,Bad Road Condition
1057,8/31/2023 6:21,Chennai,Minor,Clear,Under Construction,Bicycle,23,2,Overtaking
1058,6/27/2024 23:43,Kolkata,Severe,Clear,Under Construction,Truck,23,1,Brake Failure
1059,7/15/2023 11:14,Pune,Moderate,Snowy,Icy,Bus,29,5,Brake Failure
1060,11/21/2023 23:14,Chennai,Moderate,Clear,Icy,Bike,23,5,Speeding
1061,1/9/2024 14:52,Pune,Minor,Foggy,Under Construction,Bus,34,3,Brake Failure
1062,2/3/2024 10:12,Chennai,Severe,Rainy,Under Construction,Truck,19,5,Weather
1063,12/3/2024 20:48,Ahmedabad,Moderate,Windy,Under Construction,Car,43,4,Brake Failure
1064,10/8/2023 13:25,Ahmedabad,Severe,Snowy,Potholes,Bike,59,4,Overtaking
1065,9/17/2024 22:02,Ahmedabad,Moderate,Clear,Dry,Bicycle,19,0,Brake Failure
1066,9/15/2023 20:58,Chennai,Moderate,Rainy,Under Construction,Bus,57,5,Red Light Violation
1067,5/3/2024 1:27,Mumbai,Minor,Clear,Icy,Auto Rickshaw,59,4,Speeding
1068,8/10/2023 5:42,Ahmedabad,Minor,Windy,Wet,Bus,58,1,Red Light Violation
1069,11/11/2024 14:53,Ahmedabad,Severe,Snowy,Under Construction,Auto Rickshaw,56,0,Speeding
1070,8/11/2023 16:28,Ahmedabad,Moderate,Foggy,Dry,Bicycle,30,0,Brake Failure
1071,1/9/2024 9:20,Chennai,Moderate,Windy,Icy,Auto Rickshaw,47,1,Red Light Violation
1072,5/18/2023 7:39,Pune,Severe,Snowy,Under Construction,Truck,42,2,Weather
1073,7/21/2023 9:37,Kolkata,Minor,Windy,Icy,Auto Rickshaw,62,4,Bad Road Condition
1074,7/21/2024 9:31,Kolkata,Minor,Clear,Dry,Truck,29,4,Weather
1075,6/25/2023 21:38,Mumbai,Minor,Rainy,Wet,Bus,27,4,Drunk Driving
1076,6/30/2023 14:30,Hyderabad,Severe,Windy,Dry,Auto Rickshaw,48,1,Speeding
1077,11/14/2023 6:19,Pune,Minor,Clear,Potholes,Bicycle,64,1,Brake Failure
1078,5/3/2024 11:00,Bangalore,Moderate,Rainy,Wet,Auto Rickshaw,23,4,Bad Road Condition
1079,4/22/2024 19:02,Hyderabad,Moderate,Windy,Wet,Bicycle,52,2,Speeding
1080,2/16/2024 11:43,Ahmedabad,Severe,Snowy,Potholes,Auto Rickshaw,29,4,Red Light Violation
1081,5/22/2023 10:08,Pune,Severe,Foggy,Under Construction,Auto Rickshaw,56,5,Red Light Violation
1082,6/16/2023 3:45,Chennai,Moderate,Snowy,Wet,Bicycle,52,3,Overtaking
1083,3/20/2023 6:48,Kolkata,Severe,Foggy,Dry,Auto Rickshaw,21,2,Red Light Violation
1084,9/2/2024 4:00,Bangalore,Moderate,Windy,Under Construction,Bus,42,2,Red Light Violation
1085,7/6/2023 5:51,Chennai,Minor,Snowy,Potholes,Bike,34,1,Brake Failure
1086,9/22/2024 15:03,Chennai,Severe,Rainy,Dry,Bike,61,2,Overtaking
1087,11/9/2024 17:15,Kolkata,Minor,Foggy,Under Construction,Car,65,1,Weather
1088,5/13/2024 18:11,Mumbai,Minor,Clear,Potholes,Truck,22,1,Red Light Violation
1089,8/5/2023 13:50,Chennai,Minor,Rainy,Icy,Bicycle,44,3,Drunk Driving
1090,10/24/2023 21:13,Hyderabad,Severe,Clear,Icy,Truck,49,1,Brake Failure
1091,6/25/2023 7:08,Ahmedabad,Severe,Snowy,Under Construction,Car,28,5,Red Light Violation
1092,11/14/2024 8:58,Delhi,Severe,Snowy,Potholes,Truck,59,3,Weather
1093,1/29/2024 19:46,Kolkata,Severe,Windy,Wet,Car,38,1,Drunk Driving
1094,5/8/2024 20:31,Bangalore,Severe,Clear,Icy,Bicycle,30,1,Drunk Driving
1095,6/2/2023 0:08,Kolkata,Severe,Snowy,Potholes,Truck,25,2,Red Light Violation
1096,6/20/2023 17:47,Ahmedabad,Moderate,Snowy,Wet,Bike,51,4,Weather
1097,6/17/2023 14:04,Kolkata,Moderate,Rainy,Under Construction,Auto Rickshaw,26,5,Speeding
1098,2/27/2024 18:21,Bangalore,Minor,Snowy,Potholes,Bike,59,2,Drunk Driving
1099,6/8/2024 11:26,Ahmedabad,Minor,Snowy,Under Construction,Truck,35,4,Overtaking
1100,1/28/2023 4:18,Kolkata,Minor,Snowy,Icy,Car,49,1,Speeding
1101,5/31/2023 17:25,Ahmedabad,Severe,Rainy,Potholes,Car,50,1,Brake Failure
1102,9/12/2024 22:39,Hyderabad,Moderate,Rainy,Wet,Car,35,2,Speeding
1103,1/18/2024 17:21,Ahmedabad,Moderate,Snowy,Under Construction,Bicycle,35,1,Speeding
1104,9/26/2024 8:02,Mumbai,Severe,Foggy,Under Construction,Bike,37,4,Speeding
1105,2/3/2023 15:30,Kolkata,Moderate,Clear,Dry,Bicycle,18,4,Speeding
1106,5/20/2023 5:13,Hyderabad,Severe,Clear,Under Construction,Car,37,4,Red Light Violation
1107,1/1/2024 18:25,Hyderabad,Minor,Snowy,Dry,Auto Rickshaw,43,2,Brake Failure
1108,2/5/2024 11:46,Chennai,Minor,Foggy,Wet,Bicycle,60,0,Weather
1109,8/26/2024 19:16,Delhi,Minor,Clear,Dry,Bicycle,61,3,Weather
1110,2/24/2023 21:40,Chennai,Minor,Windy,Icy,Auto Rickshaw,55,1,Drunk Driving
1111,7/10/2024 13:10,Chennai,Moderate,Rainy,Potholes,Bicycle,34,4,Speeding
1112,12/11/2024 12:40,Kolkata,Moderate,Windy,Dry,Truck,20,0,Speeding
1113,10/8/2023 13:57,Bangalore,Moderate,Foggy,Dry,Truck,23,4,Overtaking
1114,7/2/2024 5:30,Ahmedabad,Severe,Clear,Potholes,Car,51,5,Weather
1115,4/5/2023 18:17,Mumbai,Severe,Foggy,Potholes,Truck,50,2,Red Light Violation
1116,12/16/2023 7:39,Bangalore,Severe,Snowy,Dry,Bus,27,5,Overtaking
1117,5/22/2024 23:27,Chennai,Minor,Foggy,Under Construction,Auto Rickshaw,26,4,Drunk Driving
1118,3/17/2024 9:21,Delhi,Minor,Windy,Under Construction,Bicycle,29,0,Overtaking
1119,12/16/2024 12:19,Chennai,Minor,Snowy,Under Construction,Car,55,3,Bad Road Condition
1120,3/1/2023 19:29,Kolkata,Moderate,Clear,Potholes,Bicycle,26,2,Red Light Violation
1121,3/14/2023 2:06,Ahmedabad,Moderate,Foggy,Under Construction,Auto Rickshaw,22,4,Bad Road Condition
1122,6/30/2024 9:25,Mumbai,Moderate,Foggy,Wet,Car,34,3,Brake Failure
1123,8/17/2023 12:09,Chennai,Minor,Clear,Wet,Bicycle,49,1,Speeding
1124,3/2/2023 1:59,Chennai,Minor,Windy,Dry,Bike,39,5,Brake Failure
1125,8/15/2023 19:08,Chennai,Minor,Clear,Wet,Truck,52,5,Drunk Driving
1126,7/7/2024 4:47,Ahmedabad,Minor,Foggy,Under Construction,Bike,34,3,Drunk Driving
1127,4/28/2024 22:17,Hyderabad,Moderate,Foggy,Dry,Bicycle,61,2,Red Light Violation
1128,8/7/2023 4:05,Pune,Severe,Rainy,Under Construction,Bus,46,2,Drunk Driving
1129,7/14/2023 8:26,Bangalore,Severe,Windy,Under Construction,Bike,34,3,Red Light Violation
1130,8/21/2023 6:26,Bangalore,Minor,Foggy,Dry,Bus,29,0,Bad Road Condition
1131,3/6/2024 15:38,Mumbai,Severe,Rainy,Icy,Auto Rickshaw,60,0,Overtaking
1132,9/17/2024 3:21,Mumbai,Moderate,Windy,Under Construction,Car,29,4,Speeding
1133,1/18/2024 6:50,Delhi,Moderate,Snowy,Wet,Truck,33,5,Overtaking
1134,1/17/2024 8:53,Delhi,Moderate,Clear,Potholes,Truck,41,0,Speeding
1135,12/14/2024 22:03,Mumbai,Moderate,Rainy,Dry,Bus,35,4,Drunk Driving
1136,9/20/2024 15:36,Bangalore,Minor,Snowy,Dry,Truck,42,3,Drunk Driving
1137,3/14/2024 4:00,Kolkata,Moderate,Clear,Under Construction,Car,62,4,Brake Failure
1138,4/1/2024 21:07,Mumbai,Minor,Clear,Dry,Bike,54,5,Overtaking
1139,1/16/2024 13:26,Pune,Minor,Rainy,Dry,Car,34,3,Bad Road Condition
1140,7/2/2024 19:36,Delhi,Severe,Clear,Wet,Truck,48,2,Red Light Violation
1141,12/10/2023 15:06,Ahmedabad,Minor,Windy,Wet,Bike,54,4,Overtaking
1142,4/14/2023 11:52,Bangalore,Severe,Rainy,Wet,Bus,39,1,Bad Road Condition
